	0	90k_Plus
STRd_D2_Striosome_MSN.hypo.dmr.bed	40609	False
STRd_D2_Matrix_MSN.hypo.dmr.bed	50784	False
STRv_D1_MSN.hypo.dmr.bed	17306	False
STRd_D1_Matrix_MSN.hypo.dmr.bed	47676	False
STRd_D2_StrioMat_Hybrid_MSN.hypo.dmr.bed	134843	True
STRv_D2_MSN.hypo.dmr.bed	17702	False
STRd_D1_Striosome_MSN.hypo.dmr.bed	36274	False
STRv_D1_NUDAP_MSN.hypo.dmr.bed	93714	True
STR_D1D2_Hybrid_MSN.hypo.dmr.bed	197819	True
