	0	90k_Plus
STRd_D2_Striosome_MSN.hyper.dmr.bed	6789	False
STRd_D2_Matrix_MSN.hyper.dmr.bed	28041	False
STRd_D1_Matrix_MSN.hyper.dmr.bed	32890	False
STRv_D1_NUDAP_MSN.hyper.dmr.bed	140204	True
STRd_D1_Striosome_MSN.hyper.dmr.bed	10609	False
STRd_D2_StrioMat_Hybrid_MSN.hyper.dmr.bed	37632	False
STR_D1D2_Hybrid_MSN.hyper.dmr.bed	77823	False
STRv_D2_MSN.hyper.dmr.bed	68359	False
STRv_D1_MSN.hyper.dmr.bed	72092	False
